Query_ID,Timestamp,Region,Customer_Type,Category,Query_Text,Resolution_Time_Hours,Escalated
1025,2025-11-12 15:14:25.227568,Harare,Residential,Subscription Renewal,Customer requesting subscription renewal.,39,No
1026,2025-11-21 20:26:25.227568,Matabeleland North,Residential,Payment Failure,Payment made but account not reconnected.,45,No
1027,2025-09-16 07:32:25.227568,Bulawayo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,67,No
1028,2025-12-04 13:52:25.227568,Matabeleland South,Residential,Payment Failure,Payment made but account not reconnected.,16,No
1029,2025-11-21 19:36:25.227568,Matabeleland North,Residential,Account Suspension,Account suspended despite payment.,18,No
1030,2025-11-09 13:31:25.227568,Mashonaland West,Residential,Decoder Fault,Decoder rebooting or not powering on.,46,No
1031,2025-10-07 17:19:25.227568,Mashonaland Central,Residential,Account Suspension,Account suspended despite payment.,30,No
1032,2025-11-21 11:53:25.227568,Manicaland,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,23,No
1033,2025-12-03 11:37:25.227568,Matabeleland South,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,6,No
1034,2025-11-24 20:48:25.227568,Midlands,Residential,Payment Failure,Payment made but account not reconnected.,22,No
1035,2025-09-20 22:58:25.227568,Mashonaland West,Residential,Subscription Renewal,Customer requesting subscription renewal.,60,No
1036,2025-09-24 11:44:25.227568,Mashonaland Central,Residential,Account Suspension,Account suspended despite payment.,22,No
1037,2025-10-23 19:26:25.227568,Mashonaland Central,Commercial,Account Suspension,Account suspended despite payment.,68,Yes
1038,2025-09-25 19:30:25.227568,Mashonaland East,Commercial,E16 Error,Customer experiencing E16 error; channels not showing.,33,Yes
1039,2025-11-05 18:05:25.227568,Harare,Residential,Subscription Renewal,Customer requesting subscription renewal.,59,No
1040,2025-12-02 12:09:25.227568,Harare,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,21,No
1041,2025-09-16 07:36:25.227568,Matabeleland North,Residential,Signal Loss,Poor signal reception reported.,12,Yes
1042,2025-12-13 19:02:25.227568,Matabeleland South,Residential,Account Suspension,Account suspended despite payment.,9,Yes
1043,2025-10-25 06:55:25.227568,Manicaland,Residential,Account Suspension,Account suspended despite payment.,64,Yes
1044,2025-09-26 15:27:25.227568,Mashonaland Central,Residential,Decoder Fault,Decoder rebooting or not powering on.,63,No
1045,2025-11-23 01:27:25.227568,Manicaland,Residential,Payment Failure,Payment made but account not reconnected.,4,No
1046,2025-10-31 19:17:25.227568,Manicaland,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,51,No
1047,2025-11-23 11:23:25.227568,Midlands,Residential,Account Suspension,Account suspended despite payment.,64,Yes
1048,2025-10-23 05:57:25.227568,Mashonaland East,Commercial,Signal Loss,Poor signal reception reported.,53,No
1049,2025-11-19 10:32:25.227568,Mashonaland East,Residential,Decoder Fault,Decoder rebooting or not powering on.,50,No
1050,2025-11-27 10:10:25.227568,Matabeleland South,Residential,Payment Failure,Payment made but account not reconnected.,39,No
1051,2025-10-15 03:07:25.227568,Mashonaland East,Residential,Account Suspension,Account suspended despite payment.,69,Yes
1052,2025-10-26 22:04:25.227568,Mashonaland East,Residential,Account Suspension,Account suspended despite payment.,2,Yes
1053,2025-10-05 16:55:25.227568,Mashonaland Central,Residential,Signal Loss,Poor signal reception reported.,12,Yes
1054,2025-10-12 15:37:25.227568,Manicaland,Residential,Account Suspension,Account suspended despite payment.,47,No
1055,2025-10-31 22:02:25.227568,Mashonaland West,Residential,Decoder Fault,Decoder rebooting or not powering on.,48,No
1056,2025-11-27 08:31:25.227568,Matabeleland North,Residential,Subscription Renewal,Customer requesting subscription renewal.,65,Yes
1057,2025-12-03 11:06:25.227568,Matabeleland South,Residential,Subscription Renewal,Customer requesting subscription renewal.,24,Yes
1058,2025-12-05 02:01:25.227568,Matabeleland South,Commercial,Signal Loss,Poor signal reception reported.,58,Yes
1059,2025-10-10 12:39:25.227568,Matabeleland South,Commercial,Payment Failure,Payment made but account not reconnected.,8,Yes
1060,2025-11-06 04:57:25.227568,Matabeleland North,Commercial,Signal Loss,Poor signal reception reported.,34,No
1061,2025-11-10 14:33:25.227568,Mashonaland West,Residential,Decoder Fault,Decoder rebooting or not powering on.,16,Yes
1062,2025-11-02 15:22:25.227568,Mashonaland Central,Residential,Signal Loss,Poor signal reception reported.,41,No
1063,2025-11-16 00:58:25.227568,Midlands,Residential,Subscription Renewal,Customer requesting subscription renewal.,42,No
1064,2025-10-27 16:37:25.227568,Mashonaland West,Residential,Signal Loss,Poor signal reception reported.,56,No
1065,2025-11-27 03:12:25.227568,Manicaland,Residential,Payment Failure,Payment made but account not reconnected.,43,No
1066,2025-11-09 12:21:25.227568,Mashonaland West,Residential,Subscription Renewal,Customer requesting subscription renewal.,23,No
1067,2025-11-20 18:10:25.227568,Mashonaland Central,Commercial,Subscription Renewal,Customer requesting subscription renewal.,62,No
1068,2025-12-07 02:30:25.227568,Harare,Residential,Payment Failure,Payment made but account not reconnected.,34,No
1069,2025-10-17 15:23:25.227568,Mashonaland West,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,39,Yes
1070,2025-09-15 15:11:25.227568,Masvingo,Residential,Account Suspension,Account suspended despite payment.,54,No
1071,2025-11-24 00:50:25.227568,Bulawayo,Commercial,Payment Failure,Payment made but account not reconnected.,6,No
1072,2025-11-24 08:03:25.227568,Matabeleland South,Commercial,Signal Loss,Poor signal reception reported.,38,Yes
1073,2025-10-05 00:23:25.227568,Masvingo,Residential,Payment Failure,Payment made but account not reconnected.,36,No
1074,2025-11-28 01:50:25.227568,Matabeleland South,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,29,Yes
1075,2025-10-06 03:59:25.227568,Masvingo,Residential,Signal Loss,Poor signal reception reported.,27,Yes
1076,2025-11-25 22:45:25.227568,Bulawayo,Residential,Decoder Fault,Decoder rebooting or not powering on.,17,No
1077,2025-12-01 13:49:25.227568,Midlands,Residential,Signal Loss,Poor signal reception reported.,27,No
1078,2025-10-09 17:19:25.227568,Masvingo,Residential,Subscription Renewal,Customer requesting subscription renewal.,23,No
1079,2025-11-14 22:40:25.227568,Midlands,Residential,Payment Failure,Payment made but account not reconnected.,37,No
1080,2025-11-19 00:35:25.227568,Harare,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,3,No
1081,2025-11-20 22:46:25.227568,Mashonaland Central,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,2,No
1082,2025-10-08 09:42:25.227568,Matabeleland South,Residential,Account Suspension,Account suspended despite payment.,38,No
1083,2025-11-01 23:51:25.227568,Mashonaland West,Residential,Subscription Renewal,Customer requesting subscription renewal.,53,No
1084,2025-10-24 00:17:25.227568,Matabeleland South,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,47,No
1085,2025-11-10 02:33:25.227568,Harare,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,60,No
1086,2025-12-09 02:52:25.227568,Midlands,Residential,Decoder Fault,Decoder rebooting or not powering on.,10,No
1087,2025-09-19 05:21:25.227568,Mashonaland East,Residential,Payment Failure,Payment made but account not reconnected.,17,No
1088,2025-10-26 18:11:25.227568,Matabeleland South,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,11,Yes
1089,2025-09-15 19:02:25.227568,Manicaland,Residential,Subscription Renewal,Customer requesting subscription renewal.,1,No
1090,2025-10-05 05:31:25.227568,Bulawayo,Commercial,Payment Failure,Payment made but account not reconnected.,30,No
1091,2025-10-04 05:10:25.227568,Harare,Residential,Signal Loss,Poor signal reception reported.,38,Yes
1092,2025-09-27 09:09:25.227568,Matabeleland South,Commercial,Subscription Renewal,Customer requesting subscription renewal.,45,No
1093,2025-11-21 14:57:25.227568,Harare,Commercial,Decoder Fault,Decoder rebooting or not powering on.,27,No
1094,2025-10-30 21:25:25.227568,Manicaland,Commercial,Account Suspension,Account suspended despite payment.,24,Yes
1095,2025-10-23 20:04:25.227568,Midlands,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,14,No
1096,2025-10-26 20:30:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,54,No
1097,2025-09-25 09:13:25.227568,Bulawayo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,7,No
1098,2025-11-25 09:40:25.227568,Mashonaland East,Residential,Subscription Renewal,Customer requesting subscription renewal.,15,No
1099,2025-11-05 15:16:25.227568,Matabeleland North,Commercial,Bouquet Upgrade,Customer wants to upgrade bouquet.,39,Yes
1100,2025-10-29 15:06:25.227568,Mashonaland Central,Residential,Signal Loss,Poor signal reception reported.,54,No
1101,2025-11-12 00:23:25.227568,Mashonaland West,Residential,Account Suspension,Account suspended despite payment.,36,No
1102,2025-11-24 15:41:25.227568,Bulawayo,Residential,Decoder Fault,Decoder rebooting or not powering on.,49,Yes
1103,2025-11-11 14:10:25.227568,Mashonaland West,Residential,Signal Loss,Poor signal reception reported.,60,No
1104,2025-10-23 23:07:25.227568,Harare,Commercial,E16 Error,Customer experiencing E16 error; channels not showing.,24,No
1105,2025-11-19 06:53:25.227568,Manicaland,Residential,Subscription Renewal,Customer requesting subscription renewal.,54,No
1106,2025-11-13 14:40:25.227568,Bulawayo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,42,No
1107,2025-10-12 19:23:25.227568,Bulawayo,Residential,Payment Failure,Payment made but account not reconnected.,51,Yes
1108,2025-09-19 07:33:25.227568,Manicaland,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,41,No
1109,2025-10-22 09:19:25.227568,Masvingo,Commercial,Account Suspension,Account suspended despite payment.,40,Yes
1110,2025-11-04 01:55:25.227568,Mashonaland West,Residential,Signal Loss,Poor signal reception reported.,12,No
1111,2025-09-20 00:02:25.227568,Midlands,Residential,Payment Failure,Payment made but account not reconnected.,36,Yes
1112,2025-12-05 02:37:25.227568,Masvingo,Commercial,Subscription Renewal,Customer requesting subscription renewal.,57,No
1113,2025-12-08 18:46:25.227568,Mashonaland East,Residential,Subscription Renewal,Customer requesting subscription renewal.,62,No
1114,2025-11-15 13:10:25.227568,Manicaland,Residential,Subscription Renewal,Customer requesting subscription renewal.,68,No
1115,2025-09-21 08:12:25.227568,Bulawayo,Residential,Subscription Renewal,Customer requesting subscription renewal.,22,No
1116,2025-11-06 06:17:25.227568,Midlands,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,69,No
1117,2025-10-23 01:05:25.227568,Mashonaland East,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,39,Yes
1118,2025-12-08 06:48:25.227568,Mashonaland Central,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,35,Yes
1119,2025-11-18 20:52:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,64,No
1120,2025-12-05 16:21:25.227568,Mashonaland East,Commercial,Subscription Renewal,Customer requesting subscription renewal.,54,No
1121,2025-12-10 13:09:25.227568,Mashonaland Central,Residential,Signal Loss,Poor signal reception reported.,53,No
1122,2025-10-05 02:10:25.227568,Mashonaland East,Residential,Signal Loss,Poor signal reception reported.,56,No
1123,2025-10-04 05:54:25.227568,Bulawayo,Residential,Signal Loss,Poor signal reception reported.,52,No
1124,2025-12-01 03:33:25.227568,Mashonaland East,Commercial,Subscription Renewal,Customer requesting subscription renewal.,22,No
1125,2025-10-08 09:19:25.227568,Mashonaland Central,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,41,No
1126,2025-10-27 09:16:25.227568,Manicaland,Residential,Decoder Fault,Decoder rebooting or not powering on.,19,Yes
1127,2025-09-23 15:39:25.227568,Manicaland,Residential,Decoder Fault,Decoder rebooting or not powering on.,2,No
1128,2025-09-20 08:58:25.227568,Masvingo,Residential,Signal Loss,Poor signal reception reported.,18,No
1129,2025-10-30 07:54:25.227568,Mashonaland Central,Residential,Payment Failure,Payment made but account not reconnected.,42,No
1130,2025-12-07 19:02:25.227568,Midlands,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,38,No
1131,2025-10-31 02:56:25.227568,Matabeleland South,Residential,Signal Loss,Poor signal reception reported.,63,Yes
1132,2025-10-28 21:15:25.227568,Harare,Residential,Account Suspension,Account suspended despite payment.,65,No
1133,2025-10-28 03:18:25.227568,Mashonaland West,Residential,Signal Loss,Poor signal reception reported.,2,No
1134,2025-09-16 02:56:25.227568,Manicaland,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,33,No
1135,2025-09-27 08:46:25.227568,Masvingo,Residential,Account Suspension,Account suspended despite payment.,60,Yes
1136,2025-10-29 23:49:25.227568,Matabeleland South,Commercial,Decoder Fault,Decoder rebooting or not powering on.,12,No
1137,2025-11-01 21:14:25.227568,Manicaland,Residential,Decoder Fault,Decoder rebooting or not powering on.,64,Yes
1138,2025-11-18 07:04:25.227568,Mashonaland West,Residential,Decoder Fault,Decoder rebooting or not powering on.,40,No
1139,2025-11-12 21:35:25.227568,Manicaland,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,37,No
1140,2025-10-18 11:48:25.227568,Mashonaland West,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,39,No
1141,2025-11-09 02:34:25.227568,Matabeleland South,Residential,Signal Loss,Poor signal reception reported.,49,No
1142,2025-10-17 08:39:25.227568,Midlands,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,8,No
1143,2025-12-04 06:31:25.227568,Mashonaland Central,Residential,Subscription Renewal,Customer requesting subscription renewal.,70,No
1144,2025-09-23 03:23:25.227568,Matabeleland South,Residential,Subscription Renewal,Customer requesting subscription renewal.,70,No
1145,2025-09-19 22:44:25.227568,Bulawayo,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,50,No
1146,2025-10-26 15:43:25.227568,Harare,Residential,Signal Loss,Poor signal reception reported.,32,No
1147,2025-10-18 22:49:25.227568,Matabeleland North,Commercial,E16 Error,Customer experiencing E16 error; channels not showing.,33,No
1148,2025-11-14 04:23:25.227568,Bulawayo,Commercial,E16 Error,Customer experiencing E16 error; channels not showing.,30,No
1149,2025-09-24 03:47:25.227568,Midlands,Residential,Decoder Fault,Decoder rebooting or not powering on.,36,Yes
1150,2025-10-27 04:25:25.227568,Matabeleland South,Residential,Account Suspension,Account suspended despite payment.,19,Yes
1151,2025-11-28 16:40:25.227568,Masvingo,Commercial,Signal Loss,Poor signal reception reported.,14,No
1152,2025-09-16 21:27:25.227568,Mashonaland East,Residential,Payment Failure,Payment made but account not reconnected.,5,No
1153,2025-12-09 16:36:25.227568,Mashonaland East,Residential,Decoder Fault,Decoder rebooting or not powering on.,32,No
1154,2025-10-22 09:39:25.227568,Manicaland,Residential,Payment Failure,Payment made but account not reconnected.,69,No
1155,2025-10-10 19:29:25.227568,Bulawayo,Residential,Payment Failure,Payment made but account not reconnected.,53,Yes
1156,2025-09-27 14:30:25.227568,Matabeleland South,Residential,Signal Loss,Poor signal reception reported.,26,No
1157,2025-12-04 07:30:25.227568,Midlands,Residential,Decoder Fault,Decoder rebooting or not powering on.,27,No
1158,2025-10-19 18:27:25.227568,Harare,Residential,Account Suspension,Account suspended despite payment.,47,No
1159,2025-11-17 01:48:25.227568,Manicaland,Residential,Payment Failure,Payment made but account not reconnected.,2,No
1160,2025-11-13 14:56:25.227568,Manicaland,Residential,Decoder Fault,Decoder rebooting or not powering on.,39,No
1161,2025-10-12 07:50:25.227568,Harare,Residential,Account Suspension,Account suspended despite payment.,58,No
1162,2025-09-20 22:13:25.227568,Mashonaland West,Commercial,Bouquet Upgrade,Customer wants to upgrade bouquet.,26,No
1163,2025-12-13 22:14:25.227568,Masvingo,Residential,Decoder Fault,Decoder rebooting or not powering on.,13,No
1164,2025-12-05 07:12:25.227568,Harare,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,29,No
1165,2025-10-12 09:18:25.227568,Manicaland,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,58,No
1166,2025-10-05 09:10:25.227568,Matabeleland North,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,56,No
1167,2025-10-20 16:55:25.227568,Matabeleland North,Residential,Account Suspension,Account suspended despite payment.,12,No
1168,2025-09-18 02:13:25.227568,Masvingo,Commercial,Signal Loss,Poor signal reception reported.,35,No
1169,2025-11-12 05:48:25.227568,Harare,Residential,Subscription Renewal,Customer requesting subscription renewal.,10,No
1170,2025-11-19 16:34:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,65,No
1171,2025-10-12 14:07:25.227568,Bulawayo,Residential,Decoder Fault,Decoder rebooting or not powering on.,40,Yes
1172,2025-10-11 19:51:25.227568,Manicaland,Residential,Account Suspension,Account suspended despite payment.,34,No
1173,2025-12-13 04:41:25.227568,Matabeleland North,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,32,No
1174,2025-09-30 19:43:25.227568,Matabeleland South,Residential,Signal Loss,Poor signal reception reported.,67,No
1175,2025-11-23 12:50:25.227568,Mashonaland East,Commercial,Subscription Renewal,Customer requesting subscription renewal.,40,No
1176,2025-12-08 08:54:25.227568,Matabeleland North,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,45,No
1177,2025-11-12 17:31:25.227568,Mashonaland West,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,42,No
1178,2025-10-29 08:53:25.227568,Masvingo,Residential,Decoder Fault,Decoder rebooting or not powering on.,45,No
1179,2025-12-02 23:01:25.227568,Matabeleland South,Residential,Decoder Fault,Decoder rebooting or not powering on.,32,No
1180,2025-10-19 01:20:25.227568,Matabeleland North,Residential,Decoder Fault,Decoder rebooting or not powering on.,66,No
1181,2025-11-19 02:48:25.227568,Bulawayo,Residential,Account Suspension,Account suspended despite payment.,67,No
1182,2025-09-18 09:01:25.227568,Matabeleland North,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,40,No
1183,2025-11-14 17:04:25.227568,Matabeleland South,Residential,Decoder Fault,Decoder rebooting or not powering on.,26,Yes
1184,2025-10-02 12:43:25.227568,Mashonaland East,Commercial,Account Suspension,Account suspended despite payment.,15,No
1185,2025-09-30 21:48:25.227568,Masvingo,Residential,Decoder Fault,Decoder rebooting or not powering on.,8,No
1186,2025-11-11 23:22:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,67,No
1187,2025-10-27 21:39:25.227568,Masvingo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,21,Yes
1188,2025-11-03 14:30:25.227568,Manicaland,Residential,Account Suspension,Account suspended despite payment.,69,Yes
1189,2025-10-14 16:05:25.227568,Mashonaland East,Residential,Decoder Fault,Decoder rebooting or not powering on.,50,No
1190,2025-10-26 11:08:25.227568,Harare,Residential,Payment Failure,Payment made but account not reconnected.,7,No
1191,2025-11-19 11:05:25.227568,Matabeleland North,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,60,No
1192,2025-11-21 14:52:25.227568,Harare,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,51,No
1193,2025-12-05 12:47:25.227568,Matabeleland South,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,3,No
1194,2025-11-12 03:22:25.227568,Bulawayo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,50,No
1195,2025-09-16 18:22:25.227568,Mashonaland East,Residential,Signal Loss,Poor signal reception reported.,65,Yes
1196,2025-10-14 04:56:25.227568,Manicaland,Residential,Subscription Renewal,Customer requesting subscription renewal.,29,No
1197,2025-10-15 12:11:25.227568,Mashonaland West,Commercial,Payment Failure,Payment made but account not reconnected.,42,No
1198,2025-09-30 17:58:25.227568,Mashonaland Central,Residential,Account Suspension,Account suspended despite payment.,2,No
1199,2025-12-11 04:39:25.227568,Mashonaland West,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,71,No
1200,2025-10-01 05:51:25.227568,Midlands,Residential,Account Suspension,Account suspended despite payment.,23,No
1201,2025-09-25 06:35:25.227568,Matabeleland North,Residential,Signal Loss,Poor signal reception reported.,58,Yes
1202,2025-09-29 14:09:25.227568,Matabeleland North,Residential,Decoder Fault,Decoder rebooting or not powering on.,51,No
1203,2025-12-03 08:02:25.227568,Mashonaland West,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,63,No
1204,2025-12-09 00:49:25.227568,Midlands,Residential,Subscription Renewal,Customer requesting subscription renewal.,3,No
1205,2025-11-19 06:33:25.227568,Matabeleland North,Residential,Signal Loss,Poor signal reception reported.,41,No
1206,2025-10-21 06:42:25.227568,Mashonaland West,Residential,Signal Loss,Poor signal reception reported.,9,No
1207,2025-12-03 20:43:25.227568,Masvingo,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,40,No
1208,2025-10-17 00:15:25.227568,Bulawayo,Residential,Subscription Renewal,Customer requesting subscription renewal.,32,No
1209,2025-11-22 11:14:25.227568,Mashonaland East,Residential,Subscription Renewal,Customer requesting subscription renewal.,32,No
1210,2025-09-28 20:17:25.227568,Midlands,Residential,Payment Failure,Payment made but account not reconnected.,22,No
1211,2025-10-18 22:10:25.227568,Mashonaland West,Residential,Account Suspension,Account suspended despite payment.,32,Yes
1212,2025-09-23 17:47:25.227568,Matabeleland North,Residential,Account Suspension,Account suspended despite payment.,2,Yes
1213,2025-10-31 01:24:25.227568,Mashonaland West,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,17,No
1214,2025-11-02 07:31:25.227568,Midlands,Residential,Payment Failure,Payment made but account not reconnected.,59,No
1215,2025-11-30 00:50:25.227568,Harare,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,47,Yes
1216,2025-12-01 19:49:25.227568,Midlands,Residential,Subscription Renewal,Customer requesting subscription renewal.,52,Yes
1217,2025-10-21 00:39:25.227568,Masvingo,Residential,Account Suspension,Account suspended despite payment.,17,Yes
1218,2025-09-28 19:57:25.227568,Mashonaland West,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,25,No
1219,2025-09-16 15:21:25.227568,Midlands,Residential,Account Suspension,Account suspended despite payment.,24,Yes
1220,2025-10-03 04:33:25.227568,Midlands,Residential,Signal Loss,Poor signal reception reported.,61,No
1221,2025-10-06 22:51:25.227568,Bulawayo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,56,Yes
1222,2025-09-22 06:55:25.227568,Mashonaland West,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,47,No
1223,2025-10-19 17:33:25.227568,Manicaland,Residential,Signal Loss,Poor signal reception reported.,50,No
1224,2025-09-27 07:19:25.227568,Manicaland,Residential,Account Suspension,Account suspended despite payment.,13,No
1225,2025-12-01 23:47:25.227568,Masvingo,Residential,Account Suspension,Account suspended despite payment.,62,Yes
1226,2025-10-16 03:43:25.227568,Mashonaland Central,Residential,Payment Failure,Payment made but account not reconnected.,10,No
1227,2025-11-13 19:51:25.227568,Matabeleland South,Residential,Subscription Renewal,Customer requesting subscription renewal.,50,No
1228,2025-09-22 09:28:25.227568,Mashonaland East,Commercial,E16 Error,Customer experiencing E16 error; channels not showing.,42,No
1229,2025-09-20 19:47:25.227568,Mashonaland East,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,10,No
1230,2025-11-25 12:20:25.227568,Manicaland,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,55,No
1231,2025-10-28 05:35:25.227568,Masvingo,Residential,Subscription Renewal,Customer requesting subscription renewal.,51,No
1232,2025-10-05 13:34:25.227568,Mashonaland Central,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,11,No
1233,2025-09-15 13:55:25.227568,Harare,Residential,Subscription Renewal,Customer requesting subscription renewal.,7,No
1234,2025-10-02 21:59:25.227568,Midlands,Residential,Account Suspension,Account suspended despite payment.,6,Yes
1235,2025-11-12 13:26:25.227568,Masvingo,Commercial,Bouquet Upgrade,Customer wants to upgrade bouquet.,56,No
1236,2025-11-06 15:13:25.227568,Bulawayo,Commercial,Decoder Fault,Decoder rebooting or not powering on.,23,Yes
1237,2025-11-03 00:23:25.227568,Midlands,Residential,Subscription Renewal,Customer requesting subscription renewal.,34,No
1238,2025-11-01 07:02:25.227568,Midlands,Residential,Account Suspension,Account suspended despite payment.,2,No
1239,2025-11-15 03:33:25.227568,Bulawayo,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,38,No
1240,2025-10-29 09:25:25.227568,Midlands,Residential,Decoder Fault,Decoder rebooting or not powering on.,68,No
1241,2025-12-13 05:10:25.227568,Midlands,Residential,Signal Loss,Poor signal reception reported.,15,No
1242,2025-09-30 10:30:25.227568,Bulawayo,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,47,Yes
1243,2025-12-06 22:22:25.227568,Bulawayo,Residential,Account Suspension,Account suspended despite payment.,70,Yes
1244,2025-12-06 08:46:25.227568,Midlands,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,67,No
1245,2025-10-14 09:23:25.227568,Matabeleland South,Residential,Account Suspension,Account suspended despite payment.,46,Yes
1246,2025-11-10 22:46:25.227568,Bulawayo,Residential,Subscription Renewal,Customer requesting subscription renewal.,3,No
1247,2025-09-25 07:10:25.227568,Matabeleland North,Residential,Signal Loss,Poor signal reception reported.,16,No
1248,2025-11-11 09:18:25.227568,Harare,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,18,No
1249,2025-11-02 09:27:25.227568,Manicaland,Residential,Signal Loss,Poor signal reception reported.,42,No
1250,2025-10-24 05:11:25.227568,Mashonaland East,Residential,Subscription Renewal,Customer requesting subscription renewal.,21,No
1251,2025-09-22 11:26:25.227568,Mashonaland East,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,38,No
1252,2025-12-02 12:51:25.227568,Harare,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,1,No
1253,2025-11-28 03:40:25.227568,Mashonaland West,Residential,Signal Loss,Poor signal reception reported.,67,No
1254,2025-12-05 17:51:25.227568,Harare,Residential,Payment Failure,Payment made but account not reconnected.,25,Yes
1255,2025-09-25 12:37:25.227568,Mashonaland East,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,4,Yes
1256,2025-10-13 13:07:25.227568,Manicaland,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,37,Yes
1257,2025-10-28 14:46:25.227568,Matabeleland North,Residential,Decoder Fault,Decoder rebooting or not powering on.,61,No
1258,2025-11-10 12:11:25.227568,Bulawayo,Residential,Payment Failure,Payment made but account not reconnected.,28,Yes
1259,2025-09-19 01:25:25.227568,Mashonaland Central,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,46,No
1260,2025-12-09 21:17:25.227568,Harare,Residential,Decoder Fault,Decoder rebooting or not powering on.,28,No
1261,2025-11-16 14:11:25.227568,Masvingo,Residential,Account Suspension,Account suspended despite payment.,40,Yes
1262,2025-11-24 01:08:25.227568,Mashonaland East,Residential,Account Suspension,Account suspended despite payment.,6,No
1263,2025-10-12 20:38:25.227568,Masvingo,Residential,Payment Failure,Payment made but account not reconnected.,59,Yes
1264,2025-11-21 07:39:25.227568,Manicaland,Residential,Payment Failure,Payment made but account not reconnected.,53,No
1265,2025-09-27 00:47:25.227568,Manicaland,Residential,E16 Error,Customer experiencing E16 error; channels not showing.,9,No
1266,2025-12-03 22:09:25.227568,Bulawayo,Residential,Subscription Renewal,Customer requesting subscription renewal.,14,No
1267,2025-11-13 03:29:25.227568,Masvingo,Residential,Subscription Renewal,Customer requesting subscription renewal.,19,No
1268,2025-10-27 02:18:25.227568,Mashonaland East,Residential,Bouquet Upgrade,Customer wants to upgrade bouquet.,4,No
1269,2025-10-06 15:56:25.227568,Harare,Residential,Account Suspension,Account suspended despite payment.,23,Yes
1270,2025-11-19 11:41:25.227568,Matabeleland North,Residential,Payment Failure,Payment made but account not reconnected.,65,No
1271,2025-10-17 12:29:25.227568,Mashonaland East,Residential,Signal Loss,Poor signal reception reported.,43,Yes
